Name,Author,Path,Servings,Ingredients,Instructions
Spiced Nuts,Tested and perfected in the Sur la Table kitchen,home/recipes/appetizers/dips-spreads-sauces-seasonings/Spiced Nuts,5 cups,4 cups mixed raw nuts such as almonds cashews pecans and walnuts  3/4 cup granulated sugar 1 tablespoon kosher salt 1 tablespoon chile powder 2 teaspoons cinnamon powder  1/2 teaspoon all-spice powder 2 teaspoons cayenne pepper 1 large egg white   ,This spiced nut mixture is addictive with its combination of sweet and spice. You may choose to reduce the amount of heat from the spices especially the cayenne pepper by adding a smaller quantity. You may also choose to use one or two more types of raw nuts depending on your personal preference.  Preheat an oven to 300 degrees and position an oven rack in the center. Line a rimmed baking sheet with silpat or parchment paper.   In a small bowl combine the sugar with salt and all the spices.   In a large bowl use a whisk to whip the egg whites until it increases in volume is frothy and all liquid from the egg has been aerated. Add the mixed raw nuts and spiced sugar mixture and toss until well combined.   Spread the nut mixture evenly onto the prepared baking sheet and transfer to the oven to bake stirring with a wooden spoon half way through the cooking process until the nuts are lightly browned about 40 minutes.   Remove the cooked nuts from the oven and leave to cool on the baking sheet stirring occasionally until cooled.  To serve: Transfer spiced nuts to serving bowls or make ahead by storing in an airtight container for up to 2 days.   
Liege Waffles,Lars Own Belgian Pearl Sugar,home/recipes/breakfast/pancakes-french-toast-waffles/Liege Waffles,1 serving,3 1/2 cups flour 2 3/4 teaspoons active dry yeast  3/4 cup milk (lukewarm)  8 oz. (2 sticks) butter softened 2 eggs  1/2 teaspoon salt 1 teaspoon vanilla Cinnamon (optional) 1 bag Lars Own Belgian pearl sugar (8 oz.)   ,A classic of Belgian cuisine Liege waffles (also known as Belgian sugar waffles) have a distinctive crunchiness thanks to the pearl sugar which caramelizes as it cooks. Serve plain or top with chocolate syrup Nutella fruit ice cream or whipped cream. Enjoy!  Dissolve the yeast in the milk then gradually add all ingredients except the sugar. Let rise until dough doubles in size (approximately 30 minutes) then add sugar. Divide into small patties (3 to 4 oz. each) then cook on a heated waffle maker until golden and crisp.  Caution: Be careful when removing waffles from the waffle maker. Melted or partially melted sugar is very hot.    
Baked Eggs with Spinach and Leeks,The Modern Proper,home/recipes/breakfast/egg-dishes/Baked Eggs with Spinach and Leeks,4 servings,1 tablespoon unsalted butter 1 tablespoon olive oil 2 leeks white and light green parts only chopped 2 garlic clove minced 4 heaping cups spinach  1/2 teaspoon kosher salt  1/2 lemon juiced 4 large eggs  1/2 cup heavy cream 1 teaspoon finely grated lemon zest 1 teaspoon chives chopped  3/4 teaspoon smoked paprika   ,Heat the oven to 375 degrees F.  In a large skillet over medium heat melt the butter with the olive oil. Add the leeks and cook stirring occasionally until they are tender 6 to 8 minutes. Add the garlic and spinach season with salt and cook until the spinach has wilted 2 to 3 minutes. Add the juice of half a lemon to the spinach-leek mixture. Set 4 Le Creuset Stoneware Mini Round Cocottes onto a baking sheet. Divide the spinach-leek mixture equally between the dishes. Make a small indentation in the center of each dish. Carefully crack 1 egg into each indentation. Pour 2 tablespoons of cream into each dish. Season with lemon zest.    Place the baking sheet into the oven and bake until the whites are just set but the yolks are still runny 12 to 14 minutes.  Top the eggs a pinch of finishing salt chives and smoked paprika and serve.  
Pumpkin Spice Coffee Cake,Recipe developed for Sur La Table's Cooking Classes,home/recipes/desserts/cakes-custards/Pumpkin Spice Coffee Cake,1 (9- by 13-inch) cake,For the streusel:   1/3 cup unbleached all-purpose flour   1/2 cup packed light brown sugar  1 teaspoon ground cinnamon   3/4 teaspoon kosher salt  4 ounces (1 stick) cold unsalted butter cut into small chunks 1 cup chopped pecans  Pumpkin cake batter:  1 1/2 cups unbleached all-purpose flour  1 teaspoon baking powder  1/2 teaspoon baking soda 1 1/2 teaspoons ground cinnamon 1 teaspoon ground ginger  1/2 teaspoon ground allspice  3/4 teaspoon ground nutmeg  1/2 teaspoon kosher salt  1/2 cup granulated sugar  1/2 cup light brown sugar tightly packed 5 ounces (1 3/4 sticks) unsalted butter more for greasing pan  2 large eggs room temperature  2/3 cup pumpkin puree  1/2 cup sour cream  1 teaspoon vanilla bean paste 2 tablespoons confectioners' sugar sifted   ,This autumn inspired coffee cake is made with pumpkin puree warm spices and buttery streusel and is a must-have recipe for your seasonal baking repertoire. By using a mini loaf pan you can bake enough small cakes to gift to family and friends.   Preheat an oven to 350 degrees F. Grease a standard (9 by 13-inch) rectangular cake pan or an eight compartment mini loaf pan.   To prepare streusel: In the bowl of a stand mixer fitted with a whisk attachment add all streusel ingredients. Mix on low speed until evenly combined and crumbly. Transfer to a small bowl and chill until needed.   To prepare pumpkin coffee cake: In a medium bowl whisk together flour baking powder baking soda cinnamon ginger allspice nutmeg and salt. Set aside.   In the bowl of a stand mixer fitted with a paddle attachment add sugars and butter. Mix on medium speed until light and fluffy stopping to scrape down the sides of the bowl with a silicone spatula as needed. Add eggs one at a time beating until well combined after each addition. Add pumpkin puree sour cream and vanilla; mix until smooth. Add the flour mixture in two additions; mixing just until thoroughly incorporated.  Using a silicone spatula transfer batter into prepared pan and smooth the top. Evenly distribute streusel over the top of the cake; transfer to the oven to bake until a cake tester or toothpick inserted in the center of the cake comes out clean about 35 minutes. Transfer the cake to a cooling rack and cool completely.   To serve: Dust coffee cake with confectioners' sugar and cut into 3-inch squares serve warm or room temperature.  
Fresh Pasta Dough,Recipe developed for Sur La Table's Cooking Classes,home/recipes/breads/dough/Fresh Pasta Dough,4 servings,2 1/2 cups (12 1/2 ounces) "00" flour plus more for dusting 1 teaspoon kosher salt 4 large eggs 1 tablespoon extra-virgin olive oil    , Fresh pasta dough is so easy to make you'll wonder why you never did before. If you can find Italian "00" flour use it to make very delicate yet chewy pasta. If not bread flour works really well.   To make dough: Place flour and salt in a large mixing bowl and whisk to combine. Make a "well" in the center of the flour mixture and add eggs and oil. Using your fingers blend the eggs into the flour mixture stirring the flour in from the sides of the well and working outwards. When the pasta dough is thoroughly mixed turn it out on a lightly floured work surface. Knead dough until it is smooth and flexible but not sticky adding small amounts of flour as needed; about 5 minutes. Shape the dough into a ball and flatten into a disk. Cover with plastic wrap and allow to rest for at least 20 minutes or up to an hour at room temperature.  To roll dough: Secure a pasta machine to the edge of a long countertop. Using a bench scraper cut the dough into three pieces. Keep extra dough covered in plastic wrap while working with one piece. With a rolling pin roll the piece of dough into a rough rectangle so that it will fit inside the widest setting of the pasta machine. Roll the dough through the machine catching it with one hand as you roll with the other. Take the dough and trifold it like a letter. Turn the dough so one open end faces the machine and roll it through on the widest setting again. Fold turn and roll once more on the widest setting.   Continue rolling the pasta through the machine without folding adjusting the rollers to a smaller setting each time until the desired thickness is reached. If the pasta sheet becomes too large to handle use a bench scraper to cut it into more manageable lengths and continue rolling.  Cut sheets to desired shapes and sizes toss with semolina flour and set aside covered with a clean kitchen towel. The pasta can be cooked immediately or covered with plastic wrap and refrigerated for up to 24 hours before use.   To cook pasta: Heat a large pot of water over high heat until boiling. Generously season water with salt. Add pasta and stir immediately to prevent the strands from sticking together. Boil until al dente 2 to 3 minutes. Reserve about a cup of pasta water and drain pasta through a colander. Toss hot pasta with your sauce of choice using reserved pasta water to thin the mixture and coat the pasta as needed. Garnish as desired and serve immediately.   
French Vanilla Shake,Vitamix,home/recipes/beverages/shakes-smoothies/French Vanilla Shake,5 1/2 cups,4 cups (544 g) vanilla ice cream or frozen yogurt 2 1/2 teaspoons vanilla extract 1 1/3 cup (420 ml) milk   ,This recipe was written for the Vitamix 5200 with standard 64-ounce container. If you are using a different Vitamix machine or container size you may need to make adjustments to the variable speed processing time or ingredient quantities.  Place all ingredients into the Vitamix container in the order listed and secure lid.  Select Variable 1.  Turn machine on and slowly increase speed to Variable 10 then to High.  Blend for 1 minute using the tamper to press the ingredients into the blades.  As a non-dairy alternative use soy milk and soy ice cream. For a recipe variation add 2 tablespoons (37 g) malted milk powder for a French Vanilla Malt.   
Summer Strawberry Hand Pie,E'Cucina Home,home/recipes/desserts/pies-pastries-tarts/Summer Strawberry Hand Pie,4 servings, 3/4 cups fresh strawberries mashed  3/4 cup granulated sugar  3/4 cup cornstarch 1 box refrigerated pie crusts softened as directed on box Powdered sugar for dusting if desired    ,Preheat Air Fryer to 320 degrees F.  In a small saucepan stir together strawberries granulated sugar and cornstarch over medium heat.  Heat to boiling. Cook 15 minutes stirring constantly until very thick.  Unroll pie crusts onto floured work surface.  Cut 8 rounds from each crust (approximately 3 1/2-inch rounds).  Spoon 2 to 3 teaspoons of strawberry mixture on half of each crust.  Fold top half of crust over filling and press edges with fork to seal.  Place in Air Fryer and bake for approximately 12 to 15 minutes.  Cool and sprinkle with powdered sugar.   
Red Wine Braised Pork Shoulder,Rebecca White A Pleasant Little Kitchen,home/recipes/main-courses/meat/Red Wine Braised Pork Shoulder,10 to 12 servings,3 1/2 lbs of boneless pork shoulder cut into 1 1/2- to 2-inch cubes 2 cups red wine (Bordeaux or Chianti)  1 1/2 cups of water 2 leeks halved and thinly sliced 3 garlic cloves crushed 2 teaspoon kosher salt 2 rosemary sprigs Parsley chopped for topping (optional)   ,Pork shoulder slowly braised in red wine with rosemary leeks and garlic is a simple flavorful and decadent dish. The slow simmer creates rich tender pork coupled with an aromatic red wine gravy-the perfect recipe to serve with crème fraiche mashed potatoes.  Place the pork red wine water leeks garlic salt and rosemary into a Dutch oven over medium-high heat. Bring to a boil.  Reduce the heat bring to a simmer and cover. Cook for 60 to 80 minutes (or until pork is easily pierced with a fork).  After the 60 to 80 minutes stir the pork and continue to cook for an additional 45 to 60 minutes (as the liquid evaporates the meat will brown). Occasionally stir the pork pieces to make sure they brown all over.  Once the pork is fall-apart tender and the liquid is reduced remove the rosemary. Top with chopped parsley serve warm.   
Buffalo Fried Cauliflower with Creamy Blue Cheese Dressing,Recipe developed for Sur La Table's Cooking Classes,home/recipes/appetizers/hot/Buffalo Fried Cauliflower with Creamy Blue Cheese Dressing,4 servings,1 large head cauliflower stem removed cut into bite-size florets 1 cup Buffalo sauce  Creamy Blue Cheese Dressing: 2 tablespoons buttermilk 2 tablespoons sour cream 1 small shallot chopped 2 teaspoons apple cider vinegar 1 ounce soft blue cheese such as Roquefort or Gorgonzola crumbled Sea salt and freshly ground black pepper  Batter: 2 cups unbleached all-purpose flour 2 tablespoons cornstarch 1  3/4 cups cold water Sea salt and freshly ground black pepper  Vegetable oil for frying   ,To prepare the sauce: Place all ingredients into a Vitamix and blend until smooth. Transfer sauce to a bowl and refrigerate until needed.   To prepare the batter: Place all ingredients into a Vitamix and blend until smooth. Transfer to a large mixing bowl.   Heat 3 to 4 inches of oil in a heavy-bottom saucepan or wok over medium-high heat until a deep-fry thermometer reaches 350 degrees F. Set a wire cooling rack over a rimmed baking sheet. Working in batches coat florets in batter shaking to remove any excess; carefully place florets into the oil and fry until golden-brown turning halfway through; about 3 minutes. Using a spider or slotted spoon remove the cauliflower from the oil and transfer to a wire cooling rack.   When all the florets are fried transfer to the bowl with the Buffalo sauce and toss to coat. Using a slotted spoon transfer cauliflower to a serving platter and serve with creamy blue cheese dressing.   
Fresh Blackberry Ice Cream,Recipe developed for Sur La Table's Cooking Classes,home/recipes/desserts/ice-cream-yogurt-sorbets/Fresh Blackberry Ice Cream,1 quart,3 cups fresh blackberries or frozen when fresh are not in season  1 cup whole milk 1 cup granulated sugar divided 2 cups heavy whipping cream divided  3/4 teaspoon kosher salt 5 egg yolks 1 teaspoon vanilla bean paste 1 tablespoon fresh lemon juice   , When the market is bountiful with fresh blackberries there is no better time to make a batch of this delicious ice cream. Plus it contains fresh fruit so you may be able to get away with an additional scoop!  Prepare an ice bath in large bowl set aside. Place a 1 quart-size freezer safe container with a tight fitting lid in the freezer to chill.   Place blackberries in a blender and puree until smooth. Pass puree through a fine-mesh sieve into a medium bowl set aside.   In a medium saucepan over medium heat combine the milk  1/2 cup sugar  1/2 cup of cream and salt; bring just to a simmer and remove from heat. Place the remaining cream in a large bowl set a fine-mesh sieve over the bowl set aside.   In a medium bowl add the egg yolks remaining  1/2 cup sugar and vanilla; whisk to thoroughly combine. Using a whisk constantly stir and slowly add warm milk mixture into the egg yolks. Transfer the mixture back into the saucepan.  Place the saucepan on the stove over medium heat. Using a silicone spatula and scraping the bottom as you stir heat the mixture until it thickens and reaches 175 degrees F on an instant-read thermometer and coats the back of a spoon about 5 minutes. (Do not allow the mixture to boil or the eggs will scramble.)  Remove the saucepan from the stove still stirring constantly and pour mixture through the fine-mesh sieve set over the bowl of remaining cream.  Place warm custard over prepared ice bath. Add blackberry puree and lemon juice; stirring occasionally until cold. Pour the ice cream base into an ice cream maker and churn according to the manufacturer's instructions. Transfer ice cream to chilled container. Freeze for about 2 hours or until ice cream is firm enough to scoop.    
Crispy Chicken with Fines Herbes Sauce,Tested and perfected in the Sur La Table kitchen,home/recipes/main-courses/poultry/Crispy Chicken with Fines Herbes Sauce,4 servings,4 chicken breasts skin on Kosher salt and freshly ground black pepper 3 tablespoons unsalted butter 1 teaspoon fresh thyme chopped 1 teaspoon fresh sage chopped 1 teaspoon fresh parsley chopped 1 teaspoon fresh tarragon chopped 1 cup white wine  3/4 cup chicken stock  3/4 cup heavy cream   ,For this rustic classic use one pan to beautifully sear your chicken and create a flavorful herbed sauce.  Preheat oven to 400 degrees F.  Season chicken on both sides with salt and pepper.  Heat a stainless steel pan over high heat with just enough oil to coat the pan.  Sear the chicken skin side down for 1 minute. Fip chicken over. Add in butter and baste.  Transfer the pan to the oven and allow to roast until chicken is 165 degrees F about 10 to 12 minutes. Remove chicken from pan and let rest skin side up so it stays nice and crisp.  Place the pan on medium high heat. Add the white wine and chicken stock.  Deglaze the pan scraping up the brown bits with a wooden spoon.  Allow stock to reduce by half.  Add cream and herbs and simmer 1 minute.  Slice chicken and serve with pan sauce.  
Chocolate Banana Marble Bread,The Art & Soul of Baking: Reprinted with permission of Andrews McMeel Publishing recipes by Cindy Mushet photography by Maren Caruso,home/recipes/breads/quick-breads-biscuits/Chocolate Banana Marble Bread,1 loaf,2 large or 3 medium very ripe bananas at room temperature  3/4 cup (2 ounces) buttermilk at room temperature 2 teaspoons pure vanilla extract 2 cups (7 ounces) sifted cake flour 1 teaspoon baking soda  3/4 teaspoon baking powder  3/4 cup (1 ounce) unsifted unsweetened Dutch-process cocoa powder 3 tablespoons (1 1/2 ounces) boiling water plus more if needed 1 1/2 sticks (6 ounces) unsalted butter softened (65 degrees  to 68 degrees F) 1 cup (7 ounces) sugar 2 large eggs at room temperature lightly beaten   ,Here's a banana bread that's soft tender and bursting with bananas yet not overly sweet as so many versions are. The key is an intensely bitter cocoa-powder paste added to half of the batter resulting in a deep rich chocolate flavor that pairs perfectly with the sweetness of the bananas. The two batters are marbled together producing a beautiful pattern and adding a sophisticated note to this all-American favorite. Because of the moisture that the bananas add the loaf keeps well for at least 4 to 5 days at room temperature and it freezes so well that you can put a couple of them away for unexpected visitors. Be sure the bananas are ripe and soft with plenty of black spots speckling their skins or you won't have the burst of banana flavor you want. Whirl them in the food processor for an ultra-smooth puree or mash thoroughly with a fork if you prefer.  Preheat the oven to 350 degrees F and position an oven rack in the center. Lightly coat the loaf pan with melted butter or high-heat canola oil spray and line it with a piece of parchment paper that extends 1 inch beyond the long edge of both sides of the pan. Peel the bananas and place them in the bowl of the food processor. Process to a smooth puree. (Alternately mash them in a bowl using a fork.) Measure out 1 cup of the puree and transfer it to a medium bowl discarding the rest of the puree or saving it for another use. Add the buttermilk and vanilla and whisk just until blended. Set aside.  Use a fine-mesh strainer to sift the cake flour baking soda and baking powder together into a medium bowl. Whisk to blend well. Set aside. Place the cocoa powder in the small bowl. Pour the boiling water over the cocoa and stir until it forms a smooth paste-it should run thickly off the spoon. If it is too thick add another tablespoon of boiling water and stir again. Set aside.  Place the butter and sugar in the bowl of the stand mixer. Beat on medium-high speed until the butter is very light almost white in color 4 to 5 minutes. Scrape down the bowl with a spatula. Turn the mixer to medium speed and add the eggs 1 tablespoon at a time completely blending in each addition before adding the next. About halfway through the eggs turn off the mixer and scrape down the bowl with the spatula then continue adding the rest of the eggs. Scrape down the bowl again.  With the mixer running on the lowest speed add one-third of the flour mixture. Just as it is barely blended and you can still see a few patches of flour add half the banana mixture. Repeat with the remaining flour and banana mixtures ending with the flour. Scrape down the bowl and finish blending the batter by hand.  Transfer half of the batter to the second medium bowl. Add the cocoa paste and using the rubber spatula gently but thoroughly blend it into the batter.  Drop alternating spoonfuls of dark and light batters into the prepared pan then marbleize by using a spoon to gently turn the batter over in 3 places down the length of the pan.  Bake the banana bread for 55 to 65 minutes until firm to the touch and a toothpick inserted into the center of the loaf comes out clean. Transfer to a rack to cool completely. When cool remove from the pan peel off the parchment paper and cut slices by sawing gently with a serrated knife.   
Parsnip Soup with Fried Sage,Eating Local: Reprinted with permission of Andrews McMeel Publishing recipes by Janet Fletcher photography by Sara Remington,home/recipes/soups-stews/vegetarian/Parsnip Soup with Fried Sage,6 servings,1 1/2 pounds parsnips 2 tablespoons unsalted butter  1/2 large yellow onion thinly sliced 1 large celery rib thinly sliced 5 cups chicken or vegetable broth (if canned use equal parts broth and water) plus more if needed 6 thyme sprigs Kosher or sea salt and freshly ground black pepper  Garnish: 2 tablespoons extra virgin olive oil 12 fresh sage leaves Kosher or sea salt   ,Parsnips may look like pale carrots but their sweet nutty flavor and slightly starchy texture are closer to chestnuts or Japanese sweet potatoes. Pureed with onions and broth they make a velvety soup the color of ivory. Float crisp fried sage leaves on top for a dramatic garnish or top more simply with a sliver of butter and sprinkling of chives.  Peel the parsnips with a vegetable peeler and trim the thick stem end. Remove any part of the slender tip that is thinner than a pencil. Cut the trimmed parsnips into manageable lengths of about 3 inches and then quarter lengthwise. With a paring knife cut away and discard the hard central core. Cut the trimmed parsnips into  1/2-inch dice. You should have about 5 cups.  Melt the butter in a large heavy pot over moderate heat. Add the onion and celery and cook stirring often until the onion starts to color 7 to 8 minutes. Add the parsnips broth and thyme sprigs and bring to a simmer. Cover adjust the heat to maintain a gentle simmer and cook until the parsnips are tender about 20 minutes.  Remove the thyme sprigs. Let the soup cool slightly then puree in a blender or food processor until smooth in batches if necessary. Return the soup to a clean pot and reheat to serve thinning to the desired consistency with additional broth. Season with salt and pepper.  While the soup reheats prepare the garnish. Heat the olive oil in a small skillet over moderately high heat. Add the sage leaves in batches and cook quickly turning once or twice until crisp about 1 minute total. Transfer the leaves to paper towels to drain. Sprinkle with salt. They will crisp more as they cool.  Divide the soup among warmed soup bowls. Garnish each portion with 2 sage leaves. Serve immediately.   
Red-Wine Poached Pear Salad with Champagne Vinaigrette,Recipe developed for Sur La Table's Cooking Classes,home/recipes/salads/fruit-vegetable/Red-Wine Poached Pear Salad with Champagne Vinaigrette,4 servings,Poached Pears: 1 cup dry red wine  1/2 cup fresh orange juice  3/4 cup granulated sugar 1 cinnamon stick broken in half 2 firm-ripe pears peeled halved lengthwise and cored  Vinaigrette: 2 tablespoons Champagne vinegar 1 medium shallot peeled and minced 1 teaspoon Dijon mustard  3/4 cup extra-virgin olive oil Kosher salt and freshly ground black pepper  1 (5-ounce) package mixed baby greens washed and dried 3 ounces crumbled blue cheese   ,To prepare the poached pears: Place the wine orange juice sugar and cinnamon in a medium saucepan and place on the stove over medium-high heat to boil. Reduce the heat to a simmer and add the pears cut side down and cook until the pears are tender about 20 minutes. Allow to cool in the poaching liquid.  To make the vinaigrette:  In a medium bowl whisk to combine the vinegar shallot and mustard. While whisking vigorously slowly drizzle the olive oil into the vinegar mixture. Taste and adjust seasoning with salt and pepper. Set aside.   To assemble salad: Place the mixed greens into a large bowl and toss with enough vinaigrette to lightly coat the leaves. Taste and adjust seasoning with salt and pepper.  To serve: Remove the pears from the poaching liquid transfer to a cutting board and cut lengthwise into thin slices. Divide the salad between 4 plates arrange the pears around the salad and sprinkle with blue cheese. Serve immediately.   
