Name,Author,Path,Servings,Ingredients,Instructions
Grilled Fish and Smoked Sausage Skewers with Basil Aioli,Recipe developed for Sur La Table's Cooking Classes,home/recipes/main-courses/seafood/Grilled Fish and Smoked Sausage Skewers with Basil Aioli,4 Servings,  Basil Aioli: 1 tablespoon kosher salt 1 cup loosely packed fresh basil leaves  1/2 cup extra-virgin olive oil  3/4 cup vegetable oil 2 large egg yolks 2 teaspoons dry mustard powder 1 medium garlic clove chopped 1 teaspoon water Freshly ground black pepper 1 teaspoon lemon zest Fresh lemon juice as needed  Skewers:  1/2 pound Spanish chorizo sausage sliced into  1/2 inch thick rounds 1 pound firm fish skin and bones removed and cut into 1 inch cubes  1/2 cup extra-virgin olive oil plus more for garnish  2 medium cloves garlic peeled and finely minced  2 teaspoons smoked paprika 2 tablespoons lemon juice 2 teaspoons lemon zest  1 tablespoon chopped flat-leaf parsley 1 tablespoon chopped thyme  Kosher salt and freshly ground pepper 1 pint cherry tomatoes 4 (12-inch) metal skewers   , Firm meaty fish like swordfish or tuna are great options for grilling. To be a more informed consumer when purchasing fish we recommend reviewing the Monterey bay Aquariums seafood guide for the most sustainable fish options.  This recipe pairs well with basil aioli. Traditionally made in a mortar and pestle aioli can also be prepared in a food processor fitted with a metal blade. It is essential to add the oil slowly while the motor is running until combined.   To make the basil aioli: Bring a medium pot of water to a rolling boil. Add salt followed by the basil leaves and blanch just until wilted about 20 seconds. Drain and rinse under cold water to cool. Squeeze as much water as possible from basil leaves. Place basil leaves in a blender and add oils. Process to a smooth mixture and set aside.  Combine the egg yolks mustard powder garlic and water in a heavy medium mixing bowl or medium mortar and pestle. While whisking vigorously add basil oil in drops to form an emulsion. Continue whisking and slowly drizzle in the remaining oil to form a thick sauce. Taste and adjust seasoning with salt pepper lemon zest and juice. Cover and keep refrigerated until ready to use.  To make the skewers: Bring a small saucepan of water to a boil. Add the chorizo and cook over high heat for 5 minutes. Drain and pat dry. Let cool slightly.  In a medium bowl combine fish olive oil garlic paprika lemon juice zest parsley and thyme and season with salt and pepper toss until well coated. Marinate at room temperature for 30 minutes.  Preheat a grill or grill pan to medium-high. Thread marinated fish onto the skewers alternating with the sausage and tomatoes and leaving a  3/4 inch space between pieces. Season skewers with salt and pepper. Arrange skewers on the grill and cook until fish is just opaque about 2 minutes on each side.   Arrange skewers on a serving platter or small plates and serve with basil aioli.   
Muffin-Pan Lime Tarts,Tested and perfected in the Sur la Table kitchen,home/recipes/desserts/pies-pastries-tarts/Muffin-Pan Lime Tarts,1 serving,  For the crust: 6 tablespoons cream cheese 6 tablespoons unsalted butter 1 teaspoon sugar  3/4 teaspoon salt  3/4 cup All-Purpose flour    For the filling:  1/2 cup fresh lime juice 1 tablespoon lime zest 1 cup sugar 3 large eggs  1/3 cup sour cream  , To make the crust: To the bowl of a stand mixer fitted with a paddle attachment add cream cheese butter sugar and salt until smooth. Add the flour and mix gently until the dough is cohesive.  Turn out dough onto a lightly floured surface and shape the dough into a 1" thick disk wrap it in plastic and refrigerate for at least 1 hour.  To make the filling: Whisk together the lime juice zest and the sugar. Whisk in the eggs then the sour cream.  Preheat the oven to 375 degrees F. Grease a 24-cup mini-tart pan.  To assemble: Roll the dough on a floured surface into a circle  1/8" thick. Using a 2 3/4"biscuit cutter cut out 24 circles  gathering the scraps and re-rolling the dough as necessary.  Transfer the dough circles to the cups of the pan pressing into the corners and up the sides of each cup. Pour the filling into each of the tart shells until it nearly reaches the rim of the cup.  Transfer muffin pan to the oven and bake until the crust is golden and the filling is set 25 to 30 minutes. Allow tarts to cool in pan for about 10 minutes then carefully remove from the muffin pan and place on a wire rack until cooled completely. 
Triple Coconut Cream Pie,Tom Douglas,home/recipes/desserts/pies-pastries-tarts/Triple Coconut Cream Pie,1 (9-inch) pie 6 to 8 Servings,  Coconut Pie Shell: 1 cup plus 2 tablespoons all-purpose flour  1/2 cup sweetened shredded coconut 8 tablespoons cold unsalted butter cut into  1/2-inch pieces 2 teaspoons sugar  3/4 teaspoon kosher salt  1/3 cup ice water more or less as needed  Coconut Pastry Cream: 2 cups whole milk 2 cups sweetened shredded coconut 1 vanilla bean split lengthwise 2 large eggs  1/2 cup plus 2 tablespoons sugar divided 3 tablespoons all-purpose flour  3/4 cup unsalted butter softened  Topping: 2 1/2 cups heavy cream chilled  1/3 cup sugar 1 teaspoon vanilla extract  Garnish: 1-  1/2 cups (2 ounces) unsweetened coconut "chips " (large-shred coconut) or sweetened shredded coconut 1 (4- to 6-ounce) bar white chocolate shaved   , Winner of the James Beard Award as Best Northwest Chef in 1994 Tom Douglas is a well-established icon of the Seattle culinary scene. His first restaurant Dahlia Lounge opened in 1989 and build a solid reputation as a bastion of Northwest sustainable cuisine. This amazing dessert is a long-standing fixture on the Dahlia Lounge menu.  For the Coconut Pie Shell: In a food processor combine the flour coconut butter sugar and salt. Pulse until mixture is crumbly. Add water 1 tablespoon at a time pulsing once after each addition until dough holds together when pressed between fingers. (Dough will not form a ball or even clump together in processor—it will be loose.) Turn dough out onto a large sheet of plastic wrap; press into a disc. Cover with plastic wrap and chill 30 to 60 minutes.  On a lightly floured work surface roll the dough to a 12 to 13 inch circle. Fit into a 9-inch pie plate (don't stretch the dough) trimming excess to a 1- to 1-1/2-inch overhang. Turn dough under along rim of pie pan and flute edges. Chill at least 1 hour before baking.  Preheat oven to 400 degrees  . Place a sheet of aluminum foil or parchment paper the pie shell extending over edges and fill with dried beans rice or pie weights. Bake at 400 degrees   for 20 to 25 minutes. Remove from oven; remove the foil and beans and return pie crust to oven. Bake for 10 to 12 more minutes or until the bottom of the crust has golden brown patches. Remove from oven and cool completely before filling.  For the Coconut Pastry Cream:  Combine milk and coconut in a medium saucepan. Split vanilla bean in half lengthwise and scrape seeds into milk mixture. Add pod. Cook over medium-high heat stirring occasionally until mixture almost comes to a boil. Remove from heat.  In another bowl whisk together eggs sugar and flour in a medium bowl until well blended. Temper the eggs by whisking about  1/3cup of the milk mixture into egg mixture. Add the warmed egg mixture to the saucepan with the milk mixture. Cook over medium heat whisking constantly 5 minutes or until mixture thickens and begins to bubble. Whisk about 4 to 5 more minutes or until very thick. Remove from heat; add butter and whisk until melted. Discard vanilla pod.   Transfer mixture to a medium bowl and place entire bowl in a larger bowl of ice water. Stir occasionally until mixture cools. Place a piece of plastic wrap directly on surface of mixture and refrigerate until completely cold about 4 hours. The mixture will thicken as it cools.  Fill baked pie shell with the pastry cream smoothing surface. Beat whipping cream sugar and vanilla extract at medium speed with an electric mixer until foamy. Gradually increase speed to high and beat until soft peaks form. Pipe or spoon whipped cream over pie.  To garnish and serve:  Preheat oven to 350 degrees . Spread coconut chips on a baking sheet and bake at 350 degrees  for 7 to 8 minutes or until lightly brown stirring twice. Cool coconut chips before decorating the top of the pie. Using a vegetable peeler scrape white chocolate into curls on top of the pie. 
Sour Cherry Linzer Tart,The Art & Soul of Baking: Reprinted with permission of Andrews McMeel Publishing recipes by Cindy Mushet photography by Maren Caruso,home/recipes/desserts/pies-pastries-tarts/Sour Cherry Linzer Tart,1 (9-inch) tart,  Tart Crust: 1 1/2 sticks (6 ounces) unsalted butter softened (65 degrees  to 68 degrees F)  3/4 cup (5 3/4 ounces) sugar 1 large egg 1 large egg yolk  3/4 teaspoon pure vanilla extract Finely grated zest of 1 large orange Finely grated zest of 1 large lemon 1&#185;&#8260;&#179; cups (6 1/2 ounces) unbleached all-purpose flour &#185;&#8260;&#179; cup (1 1/2 ounces) whole natural almonds  3/4 cup (1 ounce) whole hazelnuts 1 3/4 teaspoons ground cinnamon  3/4 teaspoon ground cloves  1/2 teaspoon baking powder  3/4 teaspoon salt  Filling: 2 cups (16 ounces) cherry or berry juice  3/4 cup (1 3/4 ounces) sugar 2 (3-inch) cinnamon sticks  1/2 vanilla bean 1 cup (8 ounces) firmly packed dried sour cherries 1 tablespoon cornstarch 1 tablespoon water Whipped cream or vanilla ice cream for serving   , A linzer tart is a lattice-topped Austrian specialty featuring a crust rich with butter spices and ground nuts enveloping a filling of raspberry jam. While a good-quality seedless raspberry jam would be delicious as the filling you'll love the way dried sour cherries add their bright tart flavor to this modern take on the classic favorite. Feel free to substitute 1 3/4 cups raspberry jam for the filling if you'd like to make the traditional tart. Good any time of year this dessert is especially welcome during the holidays when the fragrance of cinnamon and cloves fills the house with the irresistible scent of winter baking.  Tart Crust: Place the butter and sugar in the bowl of the stand mixer and beat on medium speed until smooth and creamy looking 2 to 3 minutes. You can also use a hand mixer and a medium bowl though you may need to beat the mixture a little longer to achieve the same results. Scrape down the bowl with a spatula. Add the egg and egg yolk and blend well. Scrape down the bowl again. Add the vanilla orange zest and lemon zest and blend well; scrape down the bowl once more.  Place the flour almonds hazelnuts cinnamon cloves baking powder and salt in the bowl of the food processor and process until the nuts are finely ground about 45 seconds. Add to the butter mixture and blend on low just until the ingredients are thoroughly mixed.  Divide the dough: Split the dough into two portions one slightly larger than the other. (The larger piece will line the tart pan while the smaller portion will be piped in a lattice pattern over the top of the tart.) Wrap the larger portion in plastic and refrigerate for 30 to 45 minutes until firm enough to press into the tart pan without it sticking to your hands. Spoon the smaller portion of dough into the pastry bag fitted with the &#179;&#8260;8-inch plain round tip and set aside at room temperature.  Filling: Combine the juice sugar and cinnamon sticks in the small saucepan. Split the vanilla bean and scrape the seeds into the pan adding the pod as well. Add the dried cherries. Bring to a simmer over medium heat. Reduce the heat to low and simmer until the cherries are plump and soft 15 to 20 minutes. Pour the mixture through the fine-mesh strainer into the medium bowl. Return the juices to the saucepan and place the cherries in the medium bowl. Discard the cinnamon stick and vanilla bean pod. Bring the juices to a simmer. In the small bowl whisk together the cornstarch and water until smooth. Pour the cornstarch mixture into the simmering juice whisking constantly. Cook until the liquid thickens 30 to 60 seconds then immediately pour over the cherries and stir to blend. Cool completely (to speed cooling place the bowl of cherries in a larger bowl of ice and cold water and stir occasionally).  Press the larger portion of chilled dough evenly across the bottom and up the sides of the tart pan. Chill in the refrigerator or freezer for 20 minutes. Preheat the oven to 350 degrees F and position an oven rack in the lower third.  Spread the cherry filling evenly in the chilled shell. Using the dough in the pastry bag create an angled lattice: Pipe straight lines of dough about 1 inch apart across the surface of the filling. Then pipe slanted lines of dough over the straight lines crossing them at an angle to create a diamond pattern. (Note: You won't need all the dough in the bag-you can roll and cut the leftover dough into shapes with a cookie cutter and make linzer cookies.).  Bake the tart for 40 to 45 minutes until the filling is bubbling and the dough is nicely browned. Transfer to a cooling rack making sure you hold the pan by the sides and not the bottom (remember it's a two-piece pan and can come apart!).  Place the tart pan on top of a large can from your pantry (the 28-ounce tomato cans are good) so that the bottom balan 
Traditional Potato Gnocchi with Brown Butter and Sage,No Author,home/recipes/main-courses/grains-legumes-pasta/Traditional Potato Gnocchi with Brown Butter and Sage,4 servings,  Brown butter sauce:  1/2 cup (1 stick) unsalted butter 2 tablespoons sherry vinegar 2 tablespoons thinly sliced sage leaves Sea salt and freshly ground black pepper Freshly grated Parmigiano-Reggiano cheese for serving  Potato gnocchi: 2 pounds russet potatoes  1/2 cup unbleached all-purpose flour plus more as needed  1/2 cup cake flour plus more as needed 2 large eggs beaten 1 teaspoon sea salt plus more for simmering   , These classic Italian potato dumplings should be light and pillow-like in texture. After forming the gnocchi cook within 2 to 3 hours or freeze for up to 1 month. To freeze lay gnocchi on a rimmed baking sheet and place in the freezer. Once they’re frozen gently scrape them off the sheet pan and place in an airtight container. Once frozen gnocchi can be dropped right into the boiling water to cook.  Preheat oven to 400 degrees F. To make the gnocchi: Pierce the potatoes all over with a fork. Place the potatoes onto a rimmed baking sheet and bake in the oven until tender about 1 hour. Set aside until cool enough to handle.  Using a kitchen towel and paring knife carefully peel the potatoes and immediately process potatoes with a potato ricer or food mill and evenly spread out on a clean flat surface or baking sheet.  Using a fine-mesh strainer dust the potatoes evenly with flours. Drizzle egg and salt over and knead until you have smooth cohesive dough about 2 minutes. If the dough feels sticky incorporate up to  3/4-cup more cake flour. Set gnocchi aside covered with a kitchen towel to rest for twenty minutes.  Place dough on a lightly floured work surface and cut into quarters with a bench scraper. Roll each portion into a long rope about  3/4-inch in diameter. Using the bench scraper or a knife cut the rope into  3/4-inch long pieces. Set the cut gnocchi on a lightly floured baking sheet and cover with a kitchen towel as you form the rest.  Bring a large pot of water to a gentle boil and season generously with salt. To prepare brown butter sauce: Melt butter in a large skillet over medium-high heat stirring occasionally until the milk solids turn golden brown and the butter takes on a nutty aroma. Stir in sherry vinegar and sage. Taste and adjust seasoning with salt and pepper. Reduce heat to low.  Meanwhile add gnocchi in batches to the simmering water and cook until they float to the surface 2 to 3 minutes. Using a slotted spoon transfer cooked dumplings to the skillet with the sauce gently stirring to coat with the butter and sage. Taste and adjust seasonings with salt and pepper. Transfer to warmed shallow pasta bowls or large rimmed serving platter; garnish generously with grated Parmigiano-Reggiano cheese and serve immediately.  Steps to Perfect Gnocchi: 1- We recommend russet potatoes for gnocchi; they are drier and fluffier than other potatoes. While Yukon Gold potatoes are also a common favorite because of their buttery flavor they are easily over worked resulting in a gummy consistency. 2- Always bake the potatoes instead of boiling them this prevents the potatoes from becoming too wet (requiring more flour in the dough). You’ll also get more flavorful results as some of the potato flavor is lost during boiling. 3- When the potatoes are cool enough to handle pass the potatoes through a potato ricer or food mill. This tool will produce a fluffier result and lighter gnocchi. Mashing will produce a thicker potato product resulting in heavier dough. 4- Be careful not to overmix the dough as it will make the gnocchi tough. Spread the riced potato evenly on a flat surface or baking sheet. Use a fine-mesh strainer to dust the flour over the potato before gently kneading into smooth dough. 5- Unbleached all-purpose flour will work just fine for making gnocchi. However we have found that the addition of cake flour makes for an even lighter dumpling because of its lower protein content and finer texture. 6- Like any dough gnocchi dough likes a rest. Time your gnocchi production to allow for a 20 minute rest before rolling out gnocchi. 7- Often you’ll see Italian gnocchi made by pressing the finished dough over a floured fork or ridged wooden gnocchi paddle which imparts grooves that help to trap the sauce on the gnocchi.   
Zucchini Noodles with Zesty Ragu Sauce,Kyle Weber,home/recipes/main-courses/meat/Zucchini Noodles with Zesty Ragu Sauce,6 to 8 servings,  6 to 8 medium-sized zucchini squash spiralized 1 lb. spicy Italian sausage removed from casing 2 28-oz. cans crushed San Marzano tomatoes 2 tablespoons olive oil 1 large Spanish onion minced 2 large carrots finely chopped 3 celery stalks finely chopped 3 cloves garlic minced 1 cup vodka 1 1/2 teaspoons dried oregano  1/2 teaspoon red chili flakes 1 teaspoon fresh thyme leaves  1/2 teaspoon black pepper Salt to taste (about 2 teaspoons)  Grated Parmesan for serving   , Preheat oven to 350 degrees F.   To make the ragu: In a deep oven-safe saute pan over high heat add 2 tablespoons of olive oil. When shimmering add onions carrots celery oregano chili flakes thyme black pepper and a pinch of salt. Cook stirring occasionally until tender (about 5-7 minutes). Add vodka lower heat to medium and cook until reduced by half (about 5 minutes). Add tomatoes and stir to combine. Cover pan with a tight-fitting lid and transfer to the oven. Bake sauce in the oven for 1 1/2 hours stirring every 30 minutes. When done transfer ragu to a sauce pan.  Cook Italian sausage on the stovetop until crumbled. Add sausage to the ragu taste and season with salt. Simmer sauce on stovetop until ready to serve.  To serve: Pour ragu sauce over raw blanched or sauteed zucchini noodles and top with grated Parmesan.   
Peaches and Cream Trifle,Rosana Machiela Yoga of Cooking,home/recipes/desserts/cakes-custards/Peaches and Cream Trifle,1 serving,  1 prepared Angel Food Cake (store bought or homemade) 8 peaches sliced 1 pint (about 1 1/2 cups) of blackberries or preferred berries  Whipped cream cheese: 8 oz (1 block) cream cheese softened - room temp 1 3/4 cups heavy whipping cream  3/4 cup granulated sugar Splash of vanilla extract   , Slice the angel food cake into 1-inch cubes and set aside.  To make the whipped cream cheese: In the bowl of a stand mixer with the paddle attachment beat the cream cheese on medium-high speed until smooth and creamy. Scrape down the sides of the bowl. Gradually pour the heavy cream and continue beating until soft peaks form. Add sugar and vanilla and beat until smooth. Refrigerate until ready to use.  Assemble: Place the angel food cake cubes in the bottom of the trifle bowl. Spoon a layer of whipped cream cheese followed by the sliced peaches and a few blackberries sprinkled over the cream. Alternate layers of cake whipped cream cheese and fruit. Finish with a thick layer of whipped cream and top with toasted nuts. Cover and refrigerate for 4 hours or overnight. Keeps well for up to 1 day. To serve: Top whipped cream cheese with toasted nuts. I used walnuts and honey sliced almonds.  
Bread and Butter Pudding,Kerrygold,home/recipes/desserts/cakes-custards/Bread and Butter Pudding,1 serving,  4 tablespoons Kerrygold Butter softened plus extra for greasing 10 slices good-quality white bread crusts removed 7 ounces (about 1 cup) pitted dates chopped 1 1/2 cups cream  2/3 cup milk 3 eggs 3 ounces (about  1/3 cup plus 2 tablespoons) superfine sugar  1/2 teaspoon vanilla extract 1 tablespoon light brown sugar for sprinkling Softly whipped cream  Boozy Toffee Sauce: 8 tablespoons Kerrygold Butter 8 ounces (about 1 3/4 cups) light brown sugar (or half brown and half superfine sugar)  1 cup cream  3/4 cup brandy  3/4 cup sweet sherry  , Preheat oven to 350 degrees F. Butter the bread; leave 4 slices whole and cut the remaining 6 slices in half to make triangles. Grease the sides and base of an 8-inch square baking dish. Place the 4 whole slices of bread buttered side up on the base of the ovenproof dish then sprinkle the chopped dates over the top. Arrange the triangles of bread buttered side up on top to cover the dates.  Heat the cream and milk in a saucepan almost to the boil. While it heats up whisk the eggs sugar and vanilla in a heatproof bowl then pour the very hot milk and cream on top whisking as you pour. Pour this custard over the bread and allow to soak for 20 minutes. Sprinkle brown sugar over bread. Place the baking dish in a large roasting pan and carefully pour enough hot water into the roasting pan to come halfway up the sides of the baking dish. Bake in the oven for 50 minutes to 1 hour or until the top is golden and the center just set. Serve with Boozy Toffee Sauce and some softly whipped cream.  To make toffee sauce:Place the butter sugar and cream in a saucepan and bring to the boil stirring all the time. Boil for 4 minutes or until the sauce has thickened. Remove the pan from the heat allow to cool for 1 minute then add the brandy and sherry. Makes 1  3/4 cups.  Rachel's Baking Tips: Try and find large plump Medjool dates for this recipe. This recipe can be made a day ahead and then re-heated in the oven at 350 degrees F for 8 to 10 minutes or until hot in the center. 
Pizza della Riviera di ponente (Piscialandrea) - Pizza Riviera di Ponente style,Academia Barilla adapted by the Sur La Table kitchen,home/recipes/main-courses/pizza/Pizza della Riviera di ponente (Piscialandrea) - Pizza Riviera di Ponente style,10 servings,  28 oz milk 2.6 oz yeast 3.3 pounds Caputo 00 Flour 1.2 oz salt 2 tablespoons Extra Virgin Olive Oil Riviera Ligure DOP Academia Barilla 2 medium yellow onions thinly sliced 12 salted anchovies 42 oz Peeled Cherry Tomatoes Academia Barilla 7 oz black olives sliced 8 basil leaves 1 teaspoon oregano chopped 4 garlic cloves sliced Salt to taste   , The food of Liguria is representative of the area's unique climate and uses many ingredients that are more common to Southern-Italian cuisine. Liguria is located closer to France than it is to Naples but the abundant use of garlic olive oil instead of butter or lard and tomatoes are all reminiscent of cooking from the south.  Place pizza stone the oven and preheat oven to 475 degrees F.  Stone needs to heat in the oven for  1/2 hour to 1 hour before baking pizza.  In a measuring cup stir together milk and yeast until yeast is dissolved and set aside. In a large bowl whisk together flour and salt and add yeast mixture stirring until a soft dough forms.  On a lightly floured surface knead dough until smooth and elastic about 10 minutes. Let dough rest for 1 hour.  While dough is resting in a large skillet heat 2 tablespoons of olive oil over medium high heat and saute onions and anchovies until they are lightly caramelized about 12-15 minutes.  Roll out dough on a lightly floured surface with a floured rolling pin stretching corners with your hands to form a 16x13 inch rectangle. (Dough will be easier to roll out as it warms.) Transfer to a floured pizza peel and top with the onion and anchovy mixture peeled cherry tomatoes olives basil oregano and garlic and drizzle with a few drops of olive oil.  Bake pizza 10-12 minutes or until dough is crisp and browned and transfer with pizza peel to a cutting board.   
Seared Steak with Bourbon-Shallot Butter,Tested and perfected in the Sur la Table kitchen,home/recipes/main-courses/meat/Seared Steak with Bourbon-Shallot Butter,1 serving,  8 ounces (2 sticks) unsalted butter at room temperature  3/4 cup minced shallot 2 tablespoons bourbon 2 tablespoons pure maple syrup 2 tablespoons minced fresh flat-leaf parsley 2 teaspoons sea salt plus more as needed 1 teaspoon freshly ground black pepper plus more as needed 4 (8-ounce) New York strip steaks about 1" thick Olive oil for coating steaks Vegetable oil for brushing grill grates  , Before you sear steaks take them out of the refrigerator and let them come to room temperature for 30 to 45 minutes. You can prepare the bourbon-shallot butter and store it in the refrigerator for 1 week or in the freezer for 2 months. To prepare bourbon butter: In a medium bowl add butter shallot bourbon syrup parsley salt and pepper. Using a silicone spatula combine the ingredients until they come together. Place a large piece of plastic wrap on a work surface and transfer butter mixture to the center of the plastic wrap. Form butter into a rough log about 1 1/2" in diameter. Roll plastic wrap tightly around butter to form a smooth log. Tightly twist ends of plastic wrap to close and place butter in freezer until firm about 30 minutes. Cut butter into thin slices before serving. To prepare steaks: Coat the steaks with olive oil and season with salt and pepper. Preheat a grill pan or a large skillet over medium-high heat. Using a silicone brush lightly coat pan with vegetable oil. Place steak in the pan and cook 4 to 5 minutes per side until an instant-read thermometer inserted into the middle of the steak registers 130 degrees F for medium-rare. Using tongs transfer steak to a cutting board loosely tent with foil and allow steak to rest for 5 minutes before carving. To serve: Slice the steak into  1/2" slices against the grain and arrange on a warmed platter. Place thin slices of bourbon-shallot butter between each slice of steak and serve immediately. 
New York Steaks with Tom Douglas Steak Rub,Tom Douglas,home/recipes/main-courses/meat/New York Steaks with Tom Douglas Steak Rub,1 serving, 	 3 (1-inch thick) NY steaks 6 tablespoons of Chef Tom Douglas' Rub with Love Steak Rub 2 tablespoons rice oil (or canola oil)  </ul  , Sprinkle both sides of steak with Steak Rub and let rest for at least 5 minutes.  Heat your pan to Med/High heat and add rice oil.  Cook forming a delicious golden brown crust on steak and turn to finish about 5 minutes.  Flip the steaks and place entire pan in a 350 degrees F oven.  Pull the pan from the oven and using a digital thermometer verify desired doneness.  Always let your steak rest before slicing.  Suggested temperatures:  Rare - 120 degrees F Med Rare - 125 degrees F Medium - 130 degrees F 
Seared Hanger Steak with Merlot-Mustard Pan Sauce,Recipe developed for Sur La Table's Cooking Classes,home/recipes/main-courses/meat/Seared Hanger Steak with Merlot-Mustard Pan Sauce,4 servings,  2 trimmed (about 1 pound each) hanger steaks center vein removed Kosher salt and freshly ground black pepper 3 tablespoons vegetable or canola oil 1 tablespoon unsalted butter plus 1 to 2 tablespoons for finishing sauce (optional) 3 garlic cloves peeled and minced 2 large shallots peeled and thinly sliced 1 cup dry red wine such as Merlot or Chianti 1 cup rich beef stock 6 sprigs fresh thyme plus 2 tablespoons chopped thyme leaves for garnish 1 teaspoon Dijon mustard   , Steak on the gril-whether it's cooked outside or indoors-s a welcome treat any time of the year. We’ve pushed this one over the top with the addition of a mustard and red wine sauce that’s simple and quick to make. Hanger steak is prized for its rich flavor and is similar in texture to flank steak. When purchasing this flavorful cut ask your butcher to remove the center vein which separates the steak into two pieces. If you prefer use flank steak or ribeye in place of the hanger steak.  Allow steaks to rest at room temperature for 30 minutes. Pat steaks dry and season generously on all sides with salt and pepper.  Pour oil into a large skillet and heat over medium-high heat until oil is hot but not smoking. Carefully place steaks in the skillet and sear until a dark brown crust forms about 4 to 6 minutes per side for medium-rare. Using tongs transfer steak to a cutting board with a well and tent loosely with foil. Allow steaks to rest at least 10 minutes.  Pour off and discard oil from the skillet used to cook the steaks. Return skillet to medium heat add 1 tablespoon butter and heat until butter foams. When foaming subsides add garlic and shallots and cook stirring constantly until softened and lightly browned about 5 to 7 minutes. Add wine stock thyme sprigs and mustard scraping the bottom of the pan with a wooden spoon to release browned bits. Continue cooking until liquid is reduced by half about 8 to 10 minutes. Remove thyme sprigs taste sauce and season with salt and pepper. Stir in butter if using. Keep sauce warm over low heat.    To serve cut steaks into  1/2-inch thick slices across the grain using a sharp slicing knife. Divide slices between 4 warmed dinner plates drizzle with a few ounces of pan sauce and garnish with chopped thyme. Serve immediately serving additional pan sauce in a gravy boat on the side.   
Bitsy Open-Face Burgers,All-Clad & Carole Walter,home/recipes/main-courses/meat/Bitsy Open-Face Burgers,40 mini-burgers,   1/2 cup olive oil 2 large cloves garlic minced 1 long French baguette (2-inches across) sliced in  3/4" rounds 1 to 2 Tbs. butter 1 cup chopped onions 1 pound ground beef 3 Tbs. chili sauce 2 Tbs. ice water 1 Tbs. Worcestershire sauce 2 tsp. yellow mustard 1 tsp. kosher salt  3/4 tsp. freshly ground pepper  3/4tsp. garlic powder  3/4 cup chili sauce for garnish   ,  Carole Walter  Place the minced garlic in the olive oil and let stand for 20 to 30 minutes. Melt the butter in a 10-inch All-Clad Fry Pan. Add the onion and saute until transparent but not brown. Remove from heat and set aside to cool.  Place the ground beef in a large mixing bowl. Mix in the chili sauce ice water Worcestershire sauce mustard salt pepper and garlic powder. When the onion is cooled add it to the meat mixture.  Position the oven rack eight inches below the broiler. Heat the oven to broil. Arrange the bread rounds in a 12" x 15" All-Clad Shallow Baker. Broil the bread rounds until lightly toasted. Watch carefully. Turn the rounds over and brush the untoasted side with the garlic oil.  Form the meat mixture into small walnut size balls and place one in the center of each bread round. Flatten the meat with a small spatula mounding it slightly in the center. Broil for 3-4 minutes or until cooked through. Place  1/2 teaspoon chili sauce in the center of each burger and serve at once.   
Stir Fried Japanese Eggplant,Zwilling J.A. Henckels,home/recipes/main-courses/vegetarian/Stir Fried Japanese Eggplant,4 servings,  4 to 6 Japanese eggplants 1 tbs. salt 1 onion 4 cloves garlic  3/4-inch ginger 4 tbs. low sodium soy sauce  1/3-cup oyster sauce 1 tbs. rice vinegar  1/2 tbs. sesame oil 4 tbs. canola oil 1 Thai chilli 1 tbs. corn starch 4 scallions 2 tbs. toasted peanuts 1 lime	   , Using a chef’s knife cut the eggplant into  1/2-inch cubes. Set aside. Sprinkle with one tablespoon salt. Put the eggplant in a colander and let sit for 30 minutes. Rinse the eggplant pat dry and transfer to a metal bowl. Clean the onion and slice thinly. Set aside. Clean the garlic ginger and mince finely. Set aside. Coarsely chop the Thai chili. Set aside. In a metal bowl whisk together the oyster sauce soy sauce sesame oil and rice vinegar. Set aside. Preheat the perfect pan on medium high heat add canola oil and onion. Saute the onion for 2 minutes. Add garlic and ginger Thai chili and saute for one minute. Add the eggplant and stir-fry until tender 6-8 minutes. Add the sauce mixture and stir to coat the eggplant. In a small bowl mix the corn starch with some cold water add to the eggplant until the sauce thickens. Slice the scallions as thin as possible. Set aside. Coarsely chop the toasted peanuts. Set aside. Taste and season with lime zest and some lime juice. Finish with sliced scallions and chopped peanuts. Serve over rice.  
